species;genus;family;Order;class
Ilex syzygiophylla;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex tadiandamolensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex tarapotina;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex tateana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex tectonica;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex tenuis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex tepuiana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex tiricae;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex trachyphylla;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex trichocarpa;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex tsiangiana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex tugitakayamensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex uaramae;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex uleana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex umbellulata;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex vacciniifolia;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex valenzuelana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex venezuelensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex venosa;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex venulosa;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex verisimilis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex vesparum;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex victorinii;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex villosula;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex vitiensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex vulcanicola;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex walkeri;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex wattii;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex wightiana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex williamsii;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex yurumanguinis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Phyllonoma cacuminis;Phyllonoma;Phyllonomaceae;Aquifoliales;Magnoliopsida
Phyllonoma laticuspis;Phyllonoma;Phyllonomaceae;Aquifoliales;Magnoliopsida
Phyllonoma ruscifolia;Phyllonoma;Phyllonomaceae;Aquifoliales;Magnoliopsida
Phyllonoma weberbaueri;Phyllonoma;Phyllonomaceae;Aquifoliales;Magnoliopsida
Helwingia omeiensis;Helwingia;Helwingiaceae;Aquifoliales;Magnoliopsida
Helwingia japonica;Helwingia;Helwingiaceae;Aquifoliales;Magnoliopsida
Helwingia chinensis;Helwingia;Helwingiaceae;Aquifoliales;Magnoliopsida
Helwingia himalaica;Helwingia;Helwingiaceae;Aquifoliales;Magnoliopsida
Lasianthera africana;Lasianthera;Stemonuraceae;Aquifoliales;Magnoliopsida
Gomphandra javanica;Gomphandra;Stemonuraceae;Aquifoliales;Magnoliopsida
Gomphandra tetrandra;Gomphandra;Stemonuraceae;Aquifoliales;Magnoliopsida
Gomphandra quadrifida;Gomphandra;Stemonuraceae;Aquifoliales;Magnoliopsida
Gomphandra mappioides;Gomphandra;Stemonuraceae;Aquifoliales;Magnoliopsida
Gomphandra capitulata;Gomphandra;Stemonuraceae;Aquifoliales;Magnoliopsida
Gomphandra australiana;Gomphandra;Stemonuraceae;Aquifoliales;Magnoliopsida
Gomphandra apoensis;Gomphandra;Stemonuraceae;Aquifoliales;Magnoliopsida
Gomphandra comosa;Gomphandra;Stemonuraceae;Aquifoliales;Magnoliopsida
Gomphandra conklinii;Gomphandra;Stemonuraceae;Aquifoliales;Magnoliopsida
Gomphandra coriacea;Gomphandra;Stemonuraceae;Aquifoliales;Magnoliopsida
Gomphandra cumingiana;Gomphandra;Stemonuraceae;Aquifoliales;Magnoliopsida
Gomphandra dolichocarpa;Gomphandra;Stemonuraceae;Aquifoliales;Magnoliopsida
Gomphandra donnaiensis;Gomphandra;Stemonuraceae;Aquifoliales;Magnoliopsida
Gomphandra flavicarpa;Gomphandra;Stemonuraceae;Aquifoliales;Magnoliopsida
Gomphandra fuliginea;Gomphandra;Stemonuraceae;Aquifoliales;Magnoliopsida
Gomphandra fusiformis;Gomphandra;Stemonuraceae;Aquifoliales;Magnoliopsida
Gomphandra halconensis;Gomphandra;Stemonuraceae;Aquifoliales;Magnoliopsida
Gomphandra lancifolia;Gomphandra;Stemonuraceae;Aquifoliales;Magnoliopsida
Gomphandra luzoniensis;Gomphandra;Stemonuraceae;Aquifoliales;Magnoliopsida
Gomphandra lysipetala;Gomphandra;Stemonuraceae;Aquifoliales;Magnoliopsida
Gomphandra mollis;Gomphandra;Stemonuraceae;Aquifoliales;Magnoliopsida
Gomphandra montana;Gomphandra;Stemonuraceae;Aquifoliales;Magnoliopsida
Gomphandra oblongifolia;Gomphandra;Stemonuraceae;Aquifoliales;Magnoliopsida
Gomphandra oligantha;Gomphandra;Stemonuraceae;Aquifoliales;Magnoliopsida
Gomphandra pallida;Gomphandra;Stemonuraceae;Aquifoliales;Magnoliopsida
Gomphandra palustris;Gomphandra;Stemonuraceae;Aquifoliales;Magnoliopsida
Gomphandra papuana;Gomphandra;Stemonuraceae;Aquifoliales;Magnoliopsida
Gomphandra parviflora;Gomphandra;Stemonuraceae;Aquifoliales;Magnoliopsida
Gomphandra pseudojavanica;Gomphandra;Stemonuraceae;Aquifoliales;Magnoliopsida
Gomphandra pseudoprasina;Gomphandra;Stemonuraceae;Aquifoliales;Magnoliopsida
Gomphandra rarinervis;Gomphandra;Stemonuraceae;Aquifoliales;Magnoliopsida
Gomphandra sawiensis;Gomphandra;Stemonuraceae;Aquifoliales;Magnoliopsida
Gomphandra schoepfiifolia;Gomphandra;Stemonuraceae;Aquifoliales;Magnoliopsida
Gomphandra simularensis;Gomphandra;Stemonuraceae;Aquifoliales;Magnoliopsida
Gomphandra subrostrata;Gomphandra;Stemonuraceae;Aquifoliales;Magnoliopsida
Gomphandra tomentella;Gomphandra;Stemonuraceae;Aquifoliales;Magnoliopsida
Gomphandra velutina;Gomphandra;Stemonuraceae;Aquifoliales;Magnoliopsida
Discophora guianensis;Discophora;Stemonuraceae;Aquifoliales;Magnoliopsida
Discophora montana;Discophora;Stemonuraceae;Aquifoliales;Magnoliopsida
Irvingbaileya australis;Irvingbaileya;Stemonuraceae;Aquifoliales;Magnoliopsida
Medusanthera laxiflora;Medusanthera;Stemonuraceae;Aquifoliales;Magnoliopsida
Medusanthera gracilis;Medusanthera;Stemonuraceae;Aquifoliales;Magnoliopsida
Medusanthera samoensis;Medusanthera;Stemonuraceae;Aquifoliales;Magnoliopsida
Medusanthera vitiensis;Medusanthera;Stemonuraceae;Aquifoliales;Magnoliopsida
Grisollea myriantha;Grisollea;Stemonuraceae;Aquifoliales;Magnoliopsida
Grisollea thomassetii;Grisollea;Stemonuraceae;Aquifoliales;Magnoliopsida
Stemonurus ammui;Stemonurus;Stemonuraceae;Aquifoliales;Magnoliopsida
Stemonurus apicalis;Stemonurus;Stemonuraceae;Aquifoliales;Magnoliopsida
Stemonurus celebicus;Stemonurus;Stemonuraceae;Aquifoliales;Magnoliopsida
Stemonurus corrugatus;Stemonurus;Stemonuraceae;Aquifoliales;Magnoliopsida
Stemonurus dichrocarpus;Stemonurus;Stemonuraceae;Aquifoliales;Magnoliopsida
Stemonurus gitingensis;Stemonurus;Stemonuraceae;Aquifoliales;Magnoliopsida
Stemonurus grandifolius;Stemonurus;Stemonuraceae;Aquifoliales;Magnoliopsida
Stemonurus malaccensis;Stemonurus;Stemonuraceae;Aquifoliales;Magnoliopsida
Stemonurus monticola;Stemonurus;Stemonuraceae;Aquifoliales;Magnoliopsida
Stemonurus perobtusus;Stemonurus;Stemonuraceae;Aquifoliales;Magnoliopsida
Stemonurus scorpioides;Stemonurus;Stemonuraceae;Aquifoliales;Magnoliopsida
Stemonurus secundiflorus;Stemonurus;Stemonuraceae;Aquifoliales;Magnoliopsida
Stemonurus umbellatus;Stemonurus;Stemonuraceae;Aquifoliales;Magnoliopsida
Cantleya corniculata;Cantleya;Stemonuraceae;Aquifoliales;Magnoliopsida
Codiocarpus andamanicus;Codiocarpus;Stemonuraceae;Aquifoliales;Magnoliopsida
Codiocarpus merrittii;Codiocarpus;Stemonuraceae;Aquifoliales;Magnoliopsida
Gastrolepis austrocaledonica;Gastrolepis;Stemonuraceae;Aquifoliales;Magnoliopsida
Hartleya inopinata;Hartleya;Stemonuraceae;Aquifoliales;Magnoliopsida
Whitmorea grandiflora;Whitmorea;Stemonuraceae;Aquifoliales;Magnoliopsida
Citronella moorei;Citronella;Cardiopteridaceae;Aquifoliales;Magnoliopsida
Citronella smythii;Citronella;Cardiopteridaceae;Aquifoliales;Magnoliopsida
Citronella suaveolens;Citronella;Cardiopteridaceae;Aquifoliales;Magnoliopsida
Citronella gongonha;Citronella;Cardiopteridaceae;Aquifoliales;Magnoliopsida
Citronella apogon;Citronella;Cardiopteridaceae;Aquifoliales;Magnoliopsida
Citronella costaricensis;Citronella;Cardiopteridaceae;Aquifoliales;Magnoliopsida
Citronella engleriana;Citronella;Cardiopteridaceae;Aquifoliales;Magnoliopsida
Citronella incarum;Citronella;Cardiopteridaceae;Aquifoliales;Magnoliopsida
Citronella latifolia;Citronella;Cardiopteridaceae;Aquifoliales;Magnoliopsida
Citronella macrocarpa;Citronella;Cardiopteridaceae;Aquifoliales;Magnoliopsida
Citronella melliodora;Citronella;Cardiopteridaceae;Aquifoliales;Magnoliopsida
Citronella mucronata;Citronella;Cardiopteridaceae;Aquifoliales;Magnoliopsida
Citronella paniculata;Citronella;Cardiopteridaceae;Aquifoliales;Magnoliopsida
Citronella philippinensis;Citronella;Cardiopteridaceae;Aquifoliales;Magnoliopsida
Citronella samoensis;Citronella;Cardiopteridaceae;Aquifoliales;Magnoliopsida
Citronella sarmentosa;Citronella;Cardiopteridaceae;Aquifoliales;Magnoliopsida
Citronella silvatica;Citronella;Cardiopteridaceae;Aquifoliales;Magnoliopsida
Citronella vitiensis;Citronella;Cardiopteridaceae;Aquifoliales;Magnoliopsida
Gonocaryum poilanei;Gonocaryum;Cardiopteridaceae;Aquifoliales;Magnoliopsida
Gonocaryum lobbianum;Gonocaryum;Cardiopteridaceae;Aquifoliales;Magnoliopsida
Gonocaryum minus;Gonocaryum;Cardiopteridaceae;Aquifoliales;Magnoliopsida
Gonocaryum litorale;Gonocaryum;Cardiopteridaceae;Aquifoliales;Magnoliopsida
Gonocaryum calleryanum;Gonocaryum;Cardiopteridaceae;Aquifoliales;Magnoliopsida
Gonocaryum cognatum;Gonocaryum;Cardiopteridaceae;Aquifoliales;Magnoliopsida
Gonocaryum gracile;Gonocaryum;Cardiopteridaceae;Aquifoliales;Magnoliopsida
Gonocaryum impressinervium;Gonocaryum;Cardiopteridaceae;Aquifoliales;Magnoliopsida
Gonocaryum macrophyllum;Gonocaryum;Cardiopteridaceae;Aquifoliales;Magnoliopsida
Gonocaryum sleumeri;Gonocaryum;Cardiopteridaceae;Aquifoliales;Magnoliopsida
Leptaulus daphnoides;Leptaulus;Cardiopteridaceae;Aquifoliales;Magnoliopsida
Leptaulus congolanus;Leptaulus;Cardiopteridaceae;Aquifoliales;Magnoliopsida
Leptaulus citrioides;Leptaulus;Cardiopteridaceae;Aquifoliales;Magnoliopsida
Leptaulus grandifolius;Leptaulus;Cardiopteridaceae;Aquifoliales;Magnoliopsida
Leptaulus holstii;Leptaulus;Cardiopteridaceae;Aquifoliales;Magnoliopsida
Leptaulus madagascariensis;Leptaulus;Cardiopteridaceae;Aquifoliales;Magnoliopsida
Tutcheria tawauensis;Tutcheria;Theaceae;Ericales;Magnoliopsida
Tutcheria pahangensis;Tutcheria;Theaceae;Ericales;Magnoliopsida
Dankia langbianensis;Dankia;Theaceae;Ericales;Magnoliopsida
Ardisia ochracea;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia excelsa;Ardisia;Primulaceae;Ericales;Magnoliopsida
Gentlea standleyi;Gentlea;Primulaceae;Ericales;Magnoliopsida
Ardisia woodsonii;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia whitei;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia wallichii;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia venosissima;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia vatteri;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia staminosa;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia reflexiflora;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia purpurea;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia pachyrhachis;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia oxyphylla;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia neriifolia;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia neei;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia mesoamericana;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia martinensis;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia intibucana;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia foveolata;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia eximia;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia eugenioides;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia esculenta;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia davidsei;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia crosbyi;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia copeyana;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia clavelligera;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia chiriquiensis;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia calycosa;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia austin-smithii;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia attenuata;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia antonensis;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia amherstiana;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia alstonii;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia aequilonga;Ardisia;Primulaceae;Ericales;Magnoliopsida
Oncostemum commersonianum;Oncostemum;Primulaceae;Ericales;Magnoliopsida
Badula fragilis;Badula;Primulaceae;Ericales;Magnoliopsida
Badula nitida;Badula;Primulaceae;Ericales;Magnoliopsida
Badula grammisticta;Badula;Primulaceae;Ericales;Magnoliopsida
Badula ovalifolia;Badula;Primulaceae;Ericales;Magnoliopsida
Badula sieberi;Badula;Primulaceae;Ericales;Magnoliopsida
Badula crassa;Badula;Primulaceae;Ericales;Magnoliopsida
Badula platyphylla;Badula;Primulaceae;Ericales;Magnoliopsida
Badula reticulata;Badula;Primulaceae;Ericales;Magnoliopsida
Badula multiflora;Badula;Primulaceae;Ericales;Magnoliopsida
Badula balfouriana;Badula;Primulaceae;Ericales;Magnoliopsida
Oncostemum acuminatum;Oncostemum;Primulaceae;Ericales;Magnoliopsida
Oncostemum nervosum;Oncostemum;Primulaceae;Ericales;Magnoliopsida
Oncostemum evonymoides;Oncostemum;Primulaceae;Ericales;Magnoliopsida
Oncostemum ovatoacuminatum;Oncostemum;Primulaceae;Ericales;Magnoliopsida
Oncostemum ankifiense;Oncostemum;Primulaceae;Ericales;Magnoliopsida
Oncostemum neriifolium;Oncostemum;Primulaceae;Ericales;Magnoliopsida
Oncostemum andreanae;Oncostemum;Primulaceae;Ericales;Magnoliopsida
Oncostemum arboreum;Oncostemum;Primulaceae;Ericales;Magnoliopsida
Oncostemum arthriticum;Oncostemum;Primulaceae;Ericales;Magnoliopsida
Oncostemum botryoides;Oncostemum;Primulaceae;Ericales;Magnoliopsida
Oncostemum capitatum;Oncostemum;Primulaceae;Ericales;Magnoliopsida
Oncostemum cauliflorum;Oncostemum;Primulaceae;Ericales;Magnoliopsida
Oncostemum divaricatum;Oncostemum;Primulaceae;Ericales;Magnoliopsida
Oncostemum fusco-pilosum;Oncostemum;Primulaceae;Ericales;Magnoliopsida
Oncostemum humbertianum;Oncostemum;Primulaceae;Ericales;Magnoliopsida
Oncostemum laurifolium;Oncostemum;Primulaceae;Ericales;Magnoliopsida
Oncostemum leprosum;Oncostemum;Primulaceae;Ericales;Magnoliopsida
Oncostemum lichenophilum;Oncostemum;Primulaceae;Ericales;Magnoliopsida
Oncostemum macranthum;Oncostemum;Primulaceae;Ericales;Magnoliopsida
Oncostemum macrophyllum;Oncostemum;Primulaceae;Ericales;Magnoliopsida
Oncostemum macrostachyum;Oncostemum;Primulaceae;Ericales;Magnoliopsida
Oncostemum matitanense;Oncostemum;Primulaceae;Ericales;Magnoliopsida
Oncostemum meeusianum;Oncostemum;Primulaceae;Ericales;Magnoliopsida
Oncostemum nitidulum;Oncostemum;Primulaceae;Ericales;Magnoliopsida
Oncostemum oliganthum;Oncostemum;Primulaceae;Ericales;Magnoliopsida
Oncostemum reflexum;Oncostemum;Primulaceae;Ericales;Magnoliopsida
Oncostemum subcuspidatum;Oncostemum;Primulaceae;Ericales;Magnoliopsida
Oncostemum terniflorum;Oncostemum;Primulaceae;Ericales;Magnoliopsida
Oncostemum umbellatum;Oncostemum;Primulaceae;Ericales;Magnoliopsida
Oncostemum vaccinifolium;Oncostemum;Primulaceae;Ericales;Magnoliopsida
Oncostemum venulosum;Oncostemum;Primulaceae;Ericales;Magnoliopsida
Ardisia densilepidotula;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia sieboldii;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia quinquegona;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia elliptica;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia polycephala;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia curvula;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia thyrsiflora;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia polysticta;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia solanacea;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia opegrapha;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia escallonioides;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia guianensis;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia auriculata;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia wedelii;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia compressa;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia revoluta;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia standleyana;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia bartletii;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia luquillensis;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia obovata;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia glauciflora;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia pleurobotrya;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia bakeri;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia teysmanniana;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia costaricensis;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia junghuhniana;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia montana;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia forbesii;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia fulva;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia liebmannii;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia obtusa;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia furfuracella;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia verapazensis;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia mexicana;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia nigrescens;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia croatii;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia pellucida;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia pubicalyx;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia brevipedata;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia scortechinii;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia alajuelae;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia albisepala;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia amplexicaulis;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia anchicayana;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia angucianensis;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia angustata;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia apoda;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia applanata;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia argentea;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia awarum;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia baviensis;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia baracoensis;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia betongensis;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia blatteri;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia blepharodes;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia brachypoda;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia brackenridgei;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia bracteosa;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia breedlovei;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia brenesii;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia brevis;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia brittonii;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia byrsonimae;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia cabrerae;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia capitellata;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia capuronii;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia cardenasii;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia cartagoana;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia caudifera;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia chrysophyllifolia;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia cogolloi;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia colombiana;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia colonensis;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia coloradoana;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia conglomerata;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia copelandii;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia crassa;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia crassipedicellata;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia crassipes;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia crassiramea;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia cuneata;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia daphinifolia;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia darienensis;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia didymopora;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia divergens;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia dodgei;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia dukei;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia dunlapiana;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia dwyeri;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia eglandulosa;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia evrardii;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia fimbrillifera;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia flavida;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia foetida;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia fruticosa;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia fuertesii;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia furfuracea;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia garcinifolia;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia generalensis;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia geniculata;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia gigantea;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia glandulosomarginata;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia glomerata;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia goodenoughii;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia gordonii;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia gorgonae;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia gracilenta;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia graciliflora;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia granatensis;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia grisebachiana;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia hagenii;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia herrerana;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia heterotricha;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia hintonii;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia hosei;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia huallagae;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia hugonensis;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia illicioides;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia ionantha;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia ixorifolia;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia jamaicensis;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia jefeana;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia kerrii;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia killipii;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia knappiae;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia korthalsiana;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia lancifolia;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia lankawiensis;Ardisia;Primulaceae;Ericales;Magnoliopsida
Ardisia lecomtei;Ardisia;Primulaceae;Ericales;Magnoliopsida
